date,open,close,high,low,volume,MA5,macd_line,signal_line,rsi_14,target
2023-04-20,4122.946,-0.20839464021469065,4094.002,4113.019,0.08366488736854817,-0.18239393665080134,0.38015847808334846,0.2645781860529116,0.8759789428807904,-0.0028016228519740505
2023-04-21,4114.264,-0.22868562721895033,4031.912,4032.567,0.38942067891099585,-0.17674221361786216,0.34214127528560334,0.2841221362624324,0.556263158684566,-0.019596943706091774
2023-04-24,4031.303,-0.37022048397060864,3967.907,3982.643,0.2085732730360182,-0.21750300780402132,0.1897460631245238,0.26726588681244573,-0.49819719368943866,-0.010400043434746431
2023-04-25,3985.106,-0.44386066952547376,3925.436,3962.666,0.2500744319894164,-0.2801797675476604,0.006200449854965609,0.2146480587358236,-0.8370269786234893,-0.004016096452452267
2023-04-26,3950.255,-0.4720019285154626,3934.663,3959.232,0.08358596360628882,-0.34488387912011453,-0.16164517368013132,0.13676828287508563,-0.8963823174058392,0.00590443438768351
2023-04-27,3948.031,-0.43079502230056615,3942.815,3988.419,-0.06635078434884403,-0.38949935336849356,-0.2573377836591237,0.05406232655431661,-0.9905330232023185,0.007830953232327964
2023-04-28,3993.256,-0.37582029784236126,3993.256,4029.086,0.3675574450415456,-0.419015863397275,-0.28390686972608936,-0.017767098476357858,-0.6915382174124011,0.0013239226319066155
2023-05-04,4013.471,-0.3664533364568847,4001.126,4030.247,1.1798480041430213,-0.41826014044701704,-0.2941213856665352,-0.07740842359506278,-0.5556663450464244,0.002928551906779875
2023-05-05,4031.095,-0.34570593829066437,3998.392,4016.877,0.8257653225216273,-0.39856943738845696,-0.2818978489510497,-0.12251536547432543,-0.4065817216889335,0.005724377050905671
2023-05-08,4028.106,-0.3050326820497533,4018.961,4062.662,1.6529553058002777,-0.3650739368587607,-0.23558609074807235,-0.14872702409254815,-0.0970010920851302,0.005423541284061084
2023-05-09,4065.439,-0.26627635268907873,4026.389,4027.875,2.0537914205293317,-0.3320700436163694,-0.1646963785906763,-0.15458231529848948,-0.00431807648511242,-0.01802924612433876
2023-05-10,4017.936,-0.3958111067362538,3984.629,3996.87,0.841407890546306,-0.33608037584262285,-0.21596376975198456,-0.17019700849638478,-0.8202628118702912,-0.0002490632757569111
2023-05-11,4005.782,-0.39756828970980407,3988.482,3990.664,-0.21881804338399657,-0.3423223093437038,-0.25559719854975926,-0.1911388052270068,-1.0091805070042759,-0.004647767652930845
2023-05-12,3987.769,-0.4303508991314277,3937.527,3937.762,-0.22528757844185263,-0.3593028335461671,-0.31158546232787804,-0.21982921613184359,-1.0434963899395089,-0.0001240191299507476
2023-05-15,3938.83,-0.431221591194245,3923.032,3998.887,0.31262464788907307,-0.38461743945450194,-0.35308722053075675,-0.2516299240567286,-0.8991678258816092,0.0015324263976450592
2023-05-16,4002.524,-0.4204643311923335,3966.992,3978.205,-0.35350628453975846,-0.4155489051282679,-0.3730511631636668,-0.28132690126722615,-0.7815397515723935,-0.005595734348061154
2023-05-17,3971.702,-0.4598052179258275,3945.714,3960.165,-0.6641507196889228,-0.42838668711878614,-0.41776972760592607,-0.31461870116623625,-0.42195781262344256,2.862448789797689e-05
2023-05-18,3965.516,-0.459605099185583,3939.553,3956.07,-0.3585638260115029,-0.44083181715705017,-0.44833722074555427,-0.3477692811353112,-0.06012981114805886,-0.0038757451569505497
2023-05-19,3946.222,-0.48670187878569904,3928.316,3944.54,-0.6343402465115301,-0.4521363196855809,-0.4902756234595419,-0.38323121907136637,-0.05416207804924524,0.004567610772312047
2023-05-22,3941.002,-0.45489177622456256,3935.802,3969.328,-0.8218221822074686,-0.45688476715122767,-0.4914288317383669,-0.4118466391035844,-0.11285858304373013,-0.0033783283647851325
2023-05-23,3968.235,-0.47852685270395934,3913.188,3913.188,-0.6601480633221615,-0.4685326200415961,-0.506938564613334,-0.43804572654729373,-0.6360840793670404,-0.017159629087959205
2023-05-24,3903.782,-0.5981715279569483,3859.094,3859.094,-0.34632535424268046,-0.4962901197551225,-0.6137345733590649,-0.48177443142397647,-1.1548287989217914,-0.010861262232368496
2023-05-25,3851.405,-0.6726016559075148,3817.837,3850.5,-0.5677967349311089,-0.5390191038615952,-0.7530578292912016,-0.5464617995093888,-1.4852281789727564,-0.00045398253785822185
2023-05-26,3848.417,-0.6756789203956599,3815.57,3850.951,-0.9703456186459704,-0.5769295618131848,-0.8566630802803522,-0.6203008436346316,-1.809661730034232,0.0018382595840171767
